,Unnamed: 0,City,Candidate (HTML),Status,Reason,Ordre,Libellé de la liste,Code nuance de liste,Numéro de panneau,Code circonscription,Code département,Libellé département,Code commune,Libellé commune,% Voix/exprimés,Libellé de liste,Code commune str,% Voix/exprimés str,population,latitude_centre,longitude_centre,dep_nom,reg_nom,nom_standard,superficie_km2,densite
265,265,Le Pont De Claix,Ferrari Christophe,Found,Match successful.,1.0,UNIS POUR PONT DE CLAIX,LDVG,1.0,38317,38.0,Isère,38317.0,Le Pont-de-Claix,"100,00%",UNIS POUR PONT DE CLAIX,38317,100.0,10805.0,45.126,5.702,Isère,Auvergne-Rhône-Alpes,Le Pont-de-Claix,6.0,1899.0
266,266,Le Relecq Kerhuon,Chantal Guittet,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
267,267,Le Tholonet,Pierre-Yves THOULON,Found,Match successful.,9.0,Le Tholonet avec vous,,4.0,13109,13.0,Bouches-du-Rhône,13109.0,Le Tholonet,"26,38%",Le Tholonet avec vous,13109,26.38,2355.0,43.52,5.508,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Le Tholonet,11.0,217.0
268,268,Lège Cap-Ferret,Legrand Dominique,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
269,269,Les Lilas,Frontin Gwénaël,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
270,270,Les Lilas,Lavon Sigalit,Found,Match successful.,8.0,Les Lilas au coeur,LUG,3.0,93045,93.0,Seine-Saint-Denis,93045.0,Les Lilas,"74,70%",Les Lilas au coeur,93045,74.7,23469.0,48.882,2.42,Seine-Saint-Denis,Île-de-France,Les Lilas,1.0,18775.0
271,271,Les Trois-Îlets,Cypria Laurent,Found,Match successful.,16.0,TROIS-ILETS AVENIR - An chimen pou demen,LDVG,1.0,97231,972.0,Martinique,97231.0,Les Trois-Ilets,"41,46%",TROIS-ILETS AVENIR - An chimen pou demen,97231,41.46,6964.0,14.527,-61.037,Martinique,Martinique,Les Trois-Îlets,28.0,245.0
272,272,Lescar,Delvert Lionel,Found,Match successful.,24.0,"POUR VOUS et AVEC VOUS, CONTINUONS ENSEMBLE",LDVG,1.0,64335,64.0,Pyrénées-Atlantiques,64335.0,Lescar,"61,04%","POUR VOUS et AVEC VOUS, CONTINUONS ENSEMBLE",64335,61.04,9524.0,43.34,-0.428,Pyrénées-Atlantiques,Nouvelle-Aquitaine,Lescar,27.0,359.0
273,273,Livry-Gargan,Nathalie MATHIEU,Found,Match successful.,17.0,"Notre ambition : Livry-Gargan, notre force : Vous",LDVG,4.0,93046,93.0,Seine-Saint-Denis,93046.0,Livry-Gargan,"6,32%","Notre ambition : Livry-Gargan, notre force : Vous",93046,6.32,46028.0,48.92,2.535,Seine-Saint-Denis,Île-de-France,Livry-Gargan,7.0,6254.0
274,274,Livry-Gargan,Pascal MATHIEU,Found,Match successful.,4.0,"Notre ambition : Livry-Gargan, notre force : Vous",LDVG,4.0,93046,93.0,Seine-Saint-Denis,93046.0,Livry-Gargan,"6,32%","Notre ambition : Livry-Gargan, notre force : Vous",93046,6.32,46028.0,48.92,2.535,Seine-Saint-Denis,Île-de-France,Livry-Gargan,7.0,6254.0
275,275,Louvres,Brandy BOLOKO,Found,Match successful.,3.0,AGIR REUSSIR,LDVC,2.0,95351,95.0,Val-d'Oise,95351.0,Louvres,"31,75%",AGIR REUSSIR,95351,31.75,12083.0,49.042,2.504,Val-d'Oise,Île-de-France,Louvres,11.0,1065.0
276,276,Magny-en-Vexin,Ghislaine SALMAT,Found,Match successful.,1.0,"ENSEMBLE, MAGNY AVANCE",LDVG,2.0,95355,95.0,Val-d'Oise,95355.0,Magny-en-Vexin,"15,28%","ENSEMBLE, MAGNY AVANCE",95355,15.28,5788.0,49.159,1.81,Val-d'Oise,Île-de-France,Magny-en-Vexin,14.0,400.0
277,277,Malakoff,Virginie Aprikian,Found,Match successful.,5.0,Ensemble pour Malakoff solidaire écologique et citoyenne,LUG,4.0,92046,92.0,Hauts-de-Seine,92046.0,Malakoff,"41,28%",Ensemble pour Malakoff solidaire écologique et citoyenne,92046,41.28,30292.0,48.817,2.297,Hauts-de-Seine,Île-de-France,Malakoff,2.0,14634.0
278,278,Malakoff,Hanoteau Jean-Christophe,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
279,279,Marcq-en-Barœul,Jean-Philippe VIDAL,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
280,280,Marly,Laurent Jeannas,Found,Match successful.,7.0,MARLY VÉRITÉ,LDVG,2.0,59383,59.0,Nord,59383.0,Marly,"21,82%",MARLY VÉRITÉ,59383,21.82,12024.0,50.345,3.55,Nord,Hauts-de-France,Marly,8.0,1494.0
281,281,Marnay,Decarroux Bernard,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
282,282,Martel,Raggi Jessica,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
283,283,Mayenne,Jean-Pierre Le Scornet,Found,Match successful.,1.0,MAYENNE POUR VOUS,LDVG,1.0,53147,53.0,Mayenne,53147.0,Mayenne,"41,18%",MAYENNE POUR VOUS,53147,41.18,12900.0,48.308,-0.615,Mayenne,Pays de la Loire,Mayenne,20.0,639.0
284,284,Méounes-Les-Montrieux,Elsa Nardini,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
285,285,Meylan,Francois Patrice,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
286,286,Meyreuil,Corentin BELMAS,Found,Match successful.,3.0,VOTRE PROJET MEYREUIL 2026,LDVG,2.0,13060,13.0,Bouches-du-Rhône,13060.0,Meyreuil,"35,93%",VOTRE PROJET MEYREUIL 2026,13060,35.93,5935.0,43.491,5.501,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Meyreuil,20.0,295.0
287,287,Migné-Auxances,Sébastien LEONARD,Found,Match successful.,9.0,Les Optimistes pour Migné-Auxances,LDVG,1.0,86158,86.0,Vienne,86158.0,Migné-Auxances,"50,96%",Les Optimistes pour Migné-Auxances,86158,50.96,6197.0,46.632,0.305,Vienne,Nouvelle-Aquitaine,Migné-Auxances,29.0,214.0
288,288,Mimizan,Caule Thierry,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
289,289,Moëlan-Sur-Mer,Destremont Julien,Found,Match successful.,7.0,"Moëlan, partageons l'avenir",LDVG,2.0,29150,29.0,Finistère,29150.0,Moëlan-sur-Mer,"49,93%","Moëlan, partageons l'avenir",29150,49.93,6756.0,47.806,-3.646,Finistère,Bretagne,Moëlan-sur-Mer,47.0,143.0
290,290,Moissac,Fraisse Chantal,Found,Match successful.,13.0,"MOISSAC, FIER.E.S ET SOLIDAIRES",LUG,4.0,82112,82.0,Tarn-et-Garonne,82112.0,Moissac,"11,98%","MOISSAC, FIER.E.S ET SOLIDAIRES",82112,11.98,13748.0,44.126,1.098,Tarn-et-Garonne,Occitanie,Moissac,86.0,160.0
291,291,Mont-de-Marsan,Isabelle COLAS-JALABERT,Found,Match successful.,20.0,MONT-DE-MARSAN AUTREMENT,LUG,4.0,40192,40.0,Landes,40192.0,Mont-de-Marsan,"29,72%",MONT-DE-MARSAN AUTREMENT,40192,29.72,30674.0,43.899,-0.491,Landes,Nouvelle-Aquitaine,Mont-de-Marsan,37.0,838.0
292,292,Mont-Saint-Aignan,Alexandre Jean Claude,Found,Match successful.,2.0,Mont-Saint-Aignan Vivant,LSOC,2.0,76451,76.0,Seine-Maritime,76451.0,Mont-Saint-Aignan,"23,86%",Mont-Saint-Aignan Vivant,76451,23.86,20066.0,49.468,1.082,Seine-Maritime,Normandie,Mont-Saint-Aignan,8.0,2530.0
293,293,Mont-Saint-Aignan,Lydie Doré,Found,Match successful.,9.0,Mont-Saint-Aignan Vivant,LSOC,2.0,76451,76.0,Seine-Maritime,76451.0,Mont-Saint-Aignan,"23,86%",Mont-Saint-Aignan Vivant,76451,23.86,20066.0,49.468,1.082,Seine-Maritime,Normandie,Mont-Saint-Aignan,8.0,2530.0
294,294,Montagnac,Michel GARCIA,Found,Match successful.,1.0,CHANGEONS MONTAGNAC ENSEMBLE,LDVG,1.0,34162,34.0,Hérault,34162.0,Montagnac,"24,48%",CHANGEONS MONTAGNAC ENSEMBLE,34162,24.48,4436.0,43.474,3.511,Hérault,Occitanie,Montagnac,40.0,111.0
295,295,Montargis,Dorigny Gregoire,Found,Match successful.,3.0,UNIS POUR MONTARGIS,LUG,2.0,45208,45.0,Loiret,45208.0,Montargis,"15,38%",UNIS POUR MONTARGIS,45208,15.38,15061.0,47.999,2.736,Loiret,Centre-Val de Loire,Montargis,4.0,3384.0
296,296,Moret-Loing-Et-Orvanne,Fabry Paul,Found,Match successful.,23.0,"MLO TERRE DE VIE, TERRE D'AVENIR",LDVG,1.0,77316,77.0,Seine-et-Marne,77316.0,Moret-Loing-et-Orvanne,"40,23%","MLO TERRE DE VIE, TERRE D'AVENIR",77316,40.23,12581.0,48.365,2.812,Seine-et-Marne,Île-de-France,Moret-Loing-et-Orvanne,5.0,2531.0
297,297,Muret,Jean-Luc GERVAISE,Found,Match successful.,19.0,du pepp's pour muret,LDVG,2.0,31395,31.0,Haute-Garonne,31395.0,Muret,"25,81%",du pepp's pour muret,31395,25.81,25060.0,43.449,1.308,Haute-Garonne,Occitanie,Muret,58.0,429.0
298,298,Nandy,Arraitz Frédéric,Found,Match successful.,29.0,NANDY VITALITÉ,LSOC,3.0,77326,77.0,Seine-et-Marne,77326.0,Nandy,"57,77%",NANDY VITALITÉ,77326,57.77,6294.0,48.582,2.548,Seine-et-Marne,Île-de-France,Nandy,9.0,734.0
299,299,Neuilly-Plaisance,Prigent Olivier,Found,Match successful.,1.0,INVENTONS DEMAIN,LDVG,1.0,93049,93.0,Seine-Saint-Denis,93049.0,Neuilly-Plaisance,"18,70%",INVENTONS DEMAIN,93049,18.7,21415.0,48.864,2.51,Seine-Saint-Denis,Île-de-France,Neuilly-Plaisance,3.0,6280.0
300,300,Ollioules,Andrieu Stéphane,Found,Match successful.,6.0,OLLIOULES AUTREMENT,LUG,1.0,83090,83.0,Var,83090.0,Ollioules,"12,93%",OLLIOULES AUTREMENT,83090,12.93,14011.0,43.139,5.854,Var,Provence-Alpes-Côte d'Azur,Ollioules,20.0,690.0
301,301,Orly,Mohand SERRAYE,Found,Match successful.,8.0,"Engagés pour Orly, utiles pour vous",LDVG,1.0,94054,94.0,Val-de-Marne,94054.0,Orly,"47,83%","Engagés pour Orly, utiles pour vous",94054,47.83,24482.0,48.743,2.395,Val-de-Marne,Île-de-France,Orly,7.0,3670.0
302,302,Pacé,Gil DESMOULIN,Found,Match successful.,3.0,Pacé à gauche,LUG,3.0,35210,35.0,Ille-et-Vilaine,35210.0,Pacé,"19,76%",Pacé à gauche,35210,19.76,11918.0,48.152,-1.777,Ille-et-Vilaine,Bretagne,Pacé,35.0,340.0
303,303,Périgueux,Hélène CHEVALIER VILLATE,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
304,304,Périgueux,Bernard PITOUN,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
305,305,Persan,Sylvain LACASSAGNE,Found,Match successful.,5.0,UN NOUVEAU SOUFFLE POUR PERSAN,LDVG,1.0,95487,95.0,Val-d'Oise,95487.0,Persan,"39,06%",UN NOUVEAU SOUFFLE POUR PERSAN,95487,39.06,13996.0,49.15,2.27,Val-d'Oise,Île-de-France,Persan,5.0,2686.0
306,306,Petit Bourg,Clémence Amadou,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
307,307,Plaisir,Gibassier Patrick,Found,Match successful.,2.0,PLAISIR EN COMMUN,LUG,1.0,78490,78.0,Yvelines,78490.0,Plaisir,"12,03%",PLAISIR EN COMMUN,78490,12.03,31375.0,48.813,1.947,Yvelines,Île-de-France,Plaisir,18.0,1779.0
308,308,Ploërmel,Roger Gilbert,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
309,309,Plouër-sur-Rance,Pascal PERCHAIS,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
310,310,Plougastel Daoulas,Martin-Dubois Véronique,Found,Match successful.,5.0,Unir à Gauche,LDVG,1.0,29189,29.0,Finistère,29189.0,Plougastel-Daoulas,"14,88%",Unir à Gauche,29189,14.88,13445.0,48.36,-4.383,Finistère,Bretagne,Plougastel-Daoulas,47.0,285.0
311,311,Pont-De-Beauvoisin,Clément Dubois,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
312,312,Pontivy,Alain Saint-Jalmes,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
313,313,Pontivy,Emmanuel LE CLAIRE,Found,Match successful.,4.0,Pontivy nouveau souffle,LSOC,1.0,56178,56.0,Morbihan,56178.0,Pontivy,"14,04%",Pontivy nouveau souffle,56178,14.04,14774.0,48.073,-2.97,Morbihan,Bretagne,Pontivy,25.0,589.0
314,314,Portet-sur-Garonne,Régis LEBASTARD,Found,Match successful.,13.0,"PORTET FORTE, SEREINE, RASSEMBLEE",LSOC,1.0,31433,31.0,Haute-Garonne,31433.0,Portet-sur-Garonne,"100,00%","PORTET FORTE, SEREINE, RASSEMBLEE",31433,100.0,9805.0,43.529,1.402,Haute-Garonne,Occitanie,Portet-sur-Garonne,15.0,633.0
315,315,Prunet,Laurence ALLEFRESDE,Found,Match successful.,1.0,Ensemble pour Prunet,,1.0,7187,7.0,Ardèche,7187.0,Prunet,"100,00%",Ensemble pour Prunet,7187,100.0,,,,,,,,
316,316,Roanne,Vanhecke Eliane,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
317,317,Romainville,Etienne Benoit,Found,Match successful.,6.0,le temps d'agir,LSOC,7.0,93063,93.0,Seine-Saint-Denis,93063.0,Romainville,"16,42%",le temps d'agir,93063,16.42,33266.0,48.885,2.438,Seine-Saint-Denis,Île-de-France,Romainville,3.0,9642.0
318,318,Romilly Sur Seine,Auzols Eric,Found,Match successful.,5.0,ENSEMBLE POUR ROMILLY CITOYENNE SOLIDAIRE ECOLOGIQUE,LUG,3.0,10323,10.0,Aube,10323.0,Romilly-sur-Seine,"16,67%",ENSEMBLE POUR ROMILLY CITOYENNE SOLIDAIRE ECOLOGIQUE,10323,16.67,14766.0,48.519,3.722,Aube,Grand Est,Romilly-sur-Seine,25.0,580.0
319,319,Rueil-Malmaison,Catherine DOSSOT KTI,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
320,320,Rueil-Malmaison,Alain Dreyfus,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
321,321,Saint Baldoph,Brazil Abilio,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
322,322,Saint Martin D’Hères,Frédéric Gentes,Found,Match successful.,4.0,NOUVEL' HÈRE,LDVG,3.0,38421,38.0,Isère,38421.0,Saint-Martin-d'Hères,"13,82%",NOUVEL' HÈRES,38421,13.82,38454.0,45.176,5.765,Isère,Auvergne-Rhône-Alpes,Saint-Martin-d'Hères,9.0,4061.0
323,323,Saint-Martin-du-Vivier,Sandrine Duarte,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
324,324,Saint Peray,Buniazet Claire,Found,Match successful.,31.0,Saint-Péray est à vous,LDVG,3.0,7281,7.0,Ardèche,7281.0,Saint-Péray,"12,90%",Saint-Péray est à vous,7281,12.9,,,,,,,,
325,325,Saint Roman De Codières,Pascal Frédérick,Found,Match successful.,1.0,SAINT ROMAN A VENIR,,2.0,30296,30.0,Gard,30296.0,Saint-Roman-de-Codières,"54,44%",SAINT ROMAN A VENIR,30296,54.44,161.0,44.012,3.774,Gard,Occitanie,Saint-Roman-de-Codières,19.0,9.0
326,326,Saint-Cloud,Leboulanger Charles,Found,Match successful.,24.0,SAINT-CLOUD RIVE-GAUCHE,LUG,4.0,92064,92.0,Hauts-de-Seine,92064.0,Saint-Cloud,"11,27%",SAINT-CLOUD RIVE-GAUCHE,92064,11.27,29727.0,48.843,2.209,Hauts-de-Seine,Île-de-France,Saint-Cloud,8.0,3958.0
327,327,Saint-Leu,Christophe Estève,Found,Match successful.,9.0,UNION SAINT-LEUSIENNE,LDVC,1.0,97413,974.0,La Réunion,97413.0,Saint-Leu,"16,54%",UNION SAINT-LEUSIENNE,97413,16.54,34893.0,-21.167,55.333,La Réunion,La Réunion,Saint-Leu,118.0,295.0
328,328,Saint-Marc-de-Jaumegarde,Anne GIRAULT,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
329,329,Saint-Ouen-l’Aumône,Joël ROMAN,Found,Match successful.,33.0,AGIR AVEC VOUS POUR SAINT-OUEN-L'AUMONE,LDVG,3.0,95572,95.0,Val-d'Oise,95572.0,Saint-Ouen-l'Aumône,"57,50%",AGIR AVEC VOUS POUR SAINT-OUEN-L'AUMONE,95572,57.5,25023.0,49.044,2.129,Val-d'Oise,Île-de-France,Saint-Ouen-l'Aumône,14.0,1786.0
330,330,Saintes,Frédéric MAHAUD,Found,Match successful.,13.0,SAINTES DEMAIN,LDVG,1.0,17415,17.0,Charente-Maritime,17415.0,Saintes,"24,34%",SAINTES DEMAIN,17415,24.34,25518.0,45.742,-0.65,Charente-Maritime,Nouvelle-Aquitaine,Saintes,46.0,556.0
331,331,Salles,Bruno BUREAU,Found,Match successful.,1.0,UNIS POUR SALLES,LDVG,2.0,33498,33.0,Gironde,33498.0,Salles,"51,44%",UNIS POUR SALLES,33498,51.44,7887.0,44.542,-0.884,Gironde,Nouvelle-Aquitaine,Salles,138.0,57.0
332,332,Sarlat-la-Canéda,Fabienne LAGOUBIE,Found,Match successful.,1.0,AUJOURD'HUI ET DEMAIN SARLAT-LA-CANÉDA,LDVG,3.0,24520,24.0,Dordogne,24520.0,Sarlat-la-Canéda,"18,53%",AUJOURD'HUI ET DEMAIN SARLAT-LA-CANÉDA,24520,18.53,8812.0,44.898,1.207,Dordogne,Nouvelle-Aquitaine,Sarlat-la-Canéda,49.0,181.0
333,333,Sarlat-la-Canéda,Pierre LEMAUR,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
334,334,Sangatte,Julie COPYANS,Found,Match successful.,20.0,Une nouvelle énergie à vos côtés,LDVG,1.0,62774,62.0,Pas-de-Calais,62774.0,Sangatte,"53,41%",Une nouvelle énergie à vos côtés,62774,53.41,4842.0,50.941,1.77,Pas-de-Calais,Hauts-de-France,Sangatte,14.0,338.0
