type,start,end,voyage,latitude,longitude,portVisitId,portVisitName,portVisitFlag,encounteredVesselId,encounteredVesselName,encounteredVesselFlag
fishing,2019-01-06T22:36:50.000Z,2019-01-07T00:05:42.000Z,1,62.7071,6.5473,,,,,,
fishing,2019-01-06T20:00:42.000Z,2019-01-06T20:21:52.000Z,1,62.6777,6.5173,,,,,,
fishing,2019-01-06T17:15:26.000Z,2019-01-06T18:20:46.000Z,1,62.6336,6.466,,,,,,
fishing,2019-01-06T15:14:06.000Z,2019-01-06T16:50:26.000Z,1,62.6903,6.5193,,,,,,
fishing,2019-01-06T08:53:34.000Z,2019-01-06T10:35:23.000Z,1,62.64,6.4564,,,,,,
fishing,2019-01-06T06:30:09.000Z,2019-01-06T07:55:16.000Z,1,62.6275,6.4693,,,,,,
fishing,2019-01-05T15:10:02.000Z,2019-01-06T00:40:41.000Z,1,62.6435,6.4689,,,,,,
fishing,2019-01-05T09:46:52.000Z,2019-01-05T14:48:32.000Z,1,62.6518,6.4696,,,,,,
fishing,2019-01-05T05:58:31.000Z,2019-01-05T09:20:51.000Z,1,62.6345,6.4576,,,,,,
fishing,2019-01-05T04:20:12.000Z,2019-01-05T05:26:21.000Z,1,62.6479,6.4737,,,,,,
fishing,2019-01-04T23:50:08.000Z,2019-01-05T01:55:57.000Z,1,62.6712,6.8095,,,,,,
fishing,2019-01-04T20:37:30.000Z,2019-01-04T21:40:50.000Z,1,62.6601,6.4735,,,,,,
fishing,2018-12-17T14:32:56.000Z,2018-12-18T03:01:06.000Z,1,62.6583,6.4638,,,,,,
fishing,2018-12-17T08:44:53.000Z,2018-12-17T11:00:22.000Z,1,62.6582,6.4635,,,,,,
fishing,2018-12-16T19:38:45.000Z,2018-12-16T23:26:57.000Z,1,62.6449,6.4442,,,,,,
